time,Red,IR,X,Y,Z
295.00,101110,122540,0.042034,-0.051041,1.053856
295.05,101151,122659,0.034028,-0.043035,1.050854
295.10,101196,122783,0.026021,-0.030024,1.041847
295.15,101240,122882,0.023019,-0.021017,1.038844
295.20,101170,121613,0.026021,-0.029024,1.035842
295.25,100275,119575,0.035028,-0.031025,1.041847
295.30,99909,119286,0.02402,-0.032026,1.041847
295.35,99927,119562,0.030024,-0.033027,1.047851
295.40,100052,119850,0.043035,-0.045037,1.047851
295.45,100175,120161,0.042034,-0.047038,1.047851
295.50,100295,120526,0.03703,-0.03703,1.043848
295.55,100412,120644,0.028023,-0.033027,1.041847
295.60,100433,120638,0.015012,-0.02402,1.037843
295.65,100441,120670,0.02402,-0.030024,1.043848
295.70,100470,120855,0.038031,-0.034028,1.046851
295.75,100541,121116,0.031025,-0.032026,1.041847
295.80,100664,121451,0.035028,-0.036029,1.041847
295.85,100792,121742,0.045037,-0.041033,1.047851
295.90,100870,121919,0.040033,-0.042034,1.048852
295.95,100921,122064,0.036029,-0.041033,1.04585
296.00,100975,122244,0.02402,-0.027022,1.039845
296.05,101040,122267,0.013011,-0.029024,1.03384
296.10,100871,120422,0.021017,-0.02502,1.038844
296.15,99963,119009,0.03703,-0.031025,1.040846
296.20,99754,118949,0.029024,-0.031025,1.048852
296.25,99846,119301,0.033027,-0.046037,1.044849
296.30,100010,119612,0.043035,-0.050041,1.042847
296.35,100162,119973,0.045037,-0.044036,1.046851
296.40,100308,120393,0.027022,-0.033027,1.041847
296.45,100409,120451,0.014011,-0.027022,1.035842
296.50,100442,120436,0.018015,-0.030024,1.039845
296.55,100484,120543,0.03703,-0.03703,1.048852
296.60,100526,120761,0.033027,-0.036029,1.043848
296.65,100737,121375,0.032026,-0.033027,1.041847
296.70,100850,121605,0.047038,-0.042034,1.051855
296.75,100926,121802,0.046037,-0.050041,1.047851
296.80,101119,122263,0.028023,-0.028023,1.04585
296.85,100985,120737,0.031025,-0.034028,1.04585
296.90,100074,118971,0.02502,-0.032026,1.046851
296.95,99954,119408,0.045037,-0.047038,1.051855
297.00,100116,119789,0.040033,-0.045037,1.046851
297.05,100232,120087,0.022018,-0.031025,1.041847
297.10,100367,120379,0.017014,-0.018015,1.039845
297.15,100433,120380,0.030024,-0.034028,1.042847
297.20,100366,120233,0.03703,-0.038031,1.049853
297.25,100313,120276,0.031025,-0.033027,1.039845
297.30,100348,120550,0.030024,-0.032026,1.041847
297.35,100468,120857,0.032026,-0.03703,1.046851
297.40,100592,121182,0.039032,-0.046037,1.04585
297.45,100688,121340,0.029024,-0.044036,1.047851
297.50,100745,121541,0.023019,-0.029024,1.039845
297.55,100789,121706,0.02402,-0.02402,1.041847
297.60,100867,121856,0.028023,-0.029024,1.040846
297.65,100919,121950,0.027022,-0.041033,1.039845
297.70,100790,120508,0.027022,-0.036029,1.043848
297.75,99973,118999,0.03703,-0.033027,1.051855
297.80,99800,119059,0.043035,-0.044036,1.049853
297.85,99911,119453,0.035028,-0.043035,1.046851
297.90,100045,119807,0.02402,-0.031025,1.042847
297.95,100188,120214,0.02402,-0.027022,1.042847
298.00,100322,120401,0.029024,-0.034028,1.046851
298.05,100297,120201,0.027022,-0.034028,1.044849
298.10,81135,118059,0.02502,-0.026021,0.785638
298.15,99623,118770,0.030024,-0.038031,1.047851
298.20,99632,118699,0.034028,-0.039032,1.046851
298.25,99636,118750,0.030024,-0.03703,1.042847
298.30,99688,118930,0.034028,-0.033027,1.04585
298.35,99775,119199,0.032026,-0.035028,1.039845
298.40,99911,119559,0.029024,-0.033027,1.044849
298.45,100036,119907,0.029024,-0.031025,1.042847
298.50,100166,120217,0.035028,-0.031025,1.044849
298.55,100274,120423,0.033027,-0.028023,1.043848
298.60,100353,120645,0.033027,-0.036029,1.046851
298.65,100415,120752,0.029024,-0.036029,1.048852
298.70,100471,120888,0.031025,-0.035028,1.043848
298.75,100514,121098,0.029024,-0.032026,1.040846
298.80,100586,120975,0.031025,-0.033027,1.043848
298.85,100078,118431,0.030024,-0.028023,1.041847
298.90,99295,117512,0.035028,-0.031025,1.046851
298.95,99204,117623,0.035028,-0.035028,1.051855
299.00,99328,117986,0.035028,-0.041033,1.042847
299.05,99437,118255,0.032026,-0.035028,1.042847
299.10,99549,118480,0.030024,-0.036029,1.043848
299.15,99613,118585,0.029024,-0.035028,1.049853
299.20,99612,118541,0.030024,-0.035028,1.04585
299.25,99626,118617,0.031025,-0.033027,1.043848
299.30,99680,118780,0.030024,-0.030024,1.041847
299.35,99752,118985,0.026021,-0.034028,1.046851
299.40,99843,119261,0.029024,-0.034028,1.04585
299.45,99961,119626,0.032026,-0.033027,1.046851
299.50,100258,120379,0.03703,-0.035028,1.04585
299.55,100320,120517,0.027022,-0.039032,1.042847
299.60,100374,120683,0.023019,-0.041033,1.040846
299.65,100449,120884,0.034028,-0.039032,1.040846
299.70,100496,121024,0.032026,-0.035028,1.044849
299.75,100548,121152,0.02402,-0.039032,1.047851
299.80,100581,121319,0.02502,-0.038031,1.038844
299.85,100630,121447,0.036029,-0.031025,1.048852
299.90,100715,121705,0.029024,-0.036029,1.037843
299.95,101009,122240,0.031025,-0.038031,1.043848
300.00,100940,120959,0.034028,-0.036029,1.048852
300.05,100007,118678,0.030024,-0.036029,1.044849
300.10,99632,118532,0.033027,-0.034028,1.043848
300.15,99987,119590,0.033027,-0.034028,1.041847
300.20,100163,120047,0.032026,-0.03703,1.041847
300.25,100313,120355,0.029024,-0.034028,1.04585
300.30,100417,120459,0.032026,-0.036029,1.043848
300.35,100403,120436,0.035028,-0.035028,1.046851
300.40,100398,120487,0.032026,-0.036029,1.044849
300.45,100468,120733,0.030024,-0.028023,1.039845
300.50,100573,121053,0.032026,-0.034028,1.043848
300.55,100692,121324,0.030024,-0.033027,1.04585
300.60,100772,121546,0.033027,-0.034028,1.041847
300.65,100854,121795,0.030024,-0.032026,1.039845
300.70,100921,121921,0.026021,-0.031025,1.038844
300.75,100982,122094,0.030024,-0.036029,1.041847
300.80,101015,122192,0.030024,-0.038031,1.039845
300.85,101057,122313,0.030024,-0.039032,1.039845
300.90,101035,121392,0.031025,-0.035028,1.04585
300.95,100204,118983,0.033027,-0.036029,1.042847
301.00,99737,118663,0.033027,-0.032026,1.043848
301.05,99825,119250,0.030024,-0.03703,1.047851
301.10,100073,119882,0.030024,-0.038031,1.04585
301.15,100285,120337,0.030024,-0.033027,1.04585
301.20,100447,120626,0.029024,-0.031025,1.042847
301.25,100501,120669,0.028023,-0.036029,1.046851
301.30,100460,120542,0.032026,-0.033027,1.046851
301.35,100421,120534,0.031025,-0.032026,1.048852
301.40,100442,120758,0.029024,-0.039032,1.042847
301.45,100537,120987,0.030024,-0.036029,1.042847
301.50,100618,121284,0.029024,-0.038031,1.042847
301.55,100702,121482,0.029024,-0.036029,1.044849
301.60,100748,121686,0.030024,-0.036029,1.043848
301.65,100816,121793,0.033027,-0.035028,1.041847
301.70,100867,121946,0.029024,-0.033027,1.041847
301.75,100914,122018,0.036029,-0.034028,1.044849
301.80,100411,119320,0.032026,-0.033027,1.046851
301.85,99683,118519,0.031025,-0.035028,1.047851
301.90,99659,118863,0.035028,-0.03703,1.044849
301.95,99878,119526,0.033027,-0.036029,1.050854
302.00,100117,120103,0.029024,-0.033027,1.043848
302.05,100309,120526,0.031025,-0.032026,1.042847
302.10,100400,120483,0.028023,-0.032026,1.041847
302.15,100333,120192,0.030024,-0.032026,1.04585
302.20,100263,120323,0.031025,-0.035028,1.04585
302.25,100379,120661,0.028023,-0.033027,1.042847
302.30,100523,120997,0.031025,-0.032026,1.041847
302.35,100613,121281,0.033027,-0.036029,1.041847
302.40,100700,121426,0.030024,-0.035028,1.041847
302.45,100771,121682,0.028023,-0.035028,1.038844
302.50,100905,121960,0.028023,-0.036029,1.042847
302.55,99853,118531,0.033027,-0.036029,1.042847
302.60,99599,118481,0.033027,-0.03703,1.041847
302.65,99716,118901,0.028023,-0.032026,1.042847
302.70,99920,119356,0.027022,-0.034028,1.04585
302.75,100046,119612,0.032026,-0.031025,1.041847
302.80,100153,119848,0.029024,-0.033027,1.040846
302.85,100199,119869,0.034028,-0.033027,1.042847
302.90,100183,119818,0.031025,-0.032026,1.044849
302.95,100162,119926,0.030024,-0.035028,1.041847
303.00,100244,120183,0.030024,-0.034028,1.040846
303.05,100357,120514,0.030024,-0.033027,1.047851
303.10,100446,120787,0.032026,-0.041033,1.04585
303.15,100533,121050,0.028023,-0.033027,1.044849
303.20,100608,121216,0.031025,-0.030024,1.044849
303.25,100668,121355,0.031025,-0.030024,1.046851
303.30,100724,121544,0.031025,-0.03703,1.04585
303.35,100782,121676,0.032026,-0.039032,1.04585
303.40,99948,119736,0.030024,-0.036029,1.043848
303.45,100056,119791,0.028023,-0.038031,1.042847
303.50,100026,119606,0.028023,-0.035028,1.042847
303.55,99987,119623,0.028023,-0.033027,1.042847
303.60,100011,119806,0.029024,-0.031025,1.040846
303.65,100112,120125,0.028023,-0.031025,1.039845
303.70,100241,120418,0.030024,-0.030024,1.042847
303.75,100361,120754,0.030024,-0.035028,1.044849
303.80,100471,120998,0.031025,-0.033027,1.048852
303.85,99369,118133,0.02502,-0.038031,1.040846
303.90,99525,118671,0.027022,-0.035028,1.041847
303.95,99714,119104,0.030024,-0.033027,1.044849
304.00,99864,119447,0.030024,-0.033027,1.044849
304.05,99995,119665,0.035028,-0.034028,1.046851
304.10,100001,119612,0.032026,-0.034028,1.041847
304.15,99983,119609,0.035028,-0.030024,1.044849
304.20,100022,119799,0.034028,-0.032026,1.046851
304.25,100105,120073,0.030024,-0.036029,1.039845
304.30,100239,120446,0.029024,-0.031025,1.043848
304.35,100372,120797,0.031025,-0.036029,1.046851
304.40,100484,121071,0.031025,-0.035028,1.046851
304.45,100572,121211,0.031025,-0.032026,1.046851
304.50,100622,121395,0.030024,-0.033027,1.043848
304.55,100677,121562,0.030024,-0.034028,1.040846
304.60,100649,120374,0.028023,-0.032026,1.046851
304.65,99734,118183,0.027022,-0.034028,1.042847
304.70,99354,117962,0.029024,-0.033027,1.04585
304.75,99448,118495,0.032026,-0.035028,1.04585
304.80,99689,119039,0.030024,-0.035028,1.042847
304.85,99871,119532,0.031025,-0.030024,1.044849
304.90,100142,119901,0.033027,-0.035028,1.040846
304.95,100084,119817,0.030024,-0.036029,1.043848
305.00,100195,120330,0.030024,-0.032026,1.042847
305.05,100460,120981,0.029024,-0.03703,1.044849
305.10,100541,121252,0.033027,-0.033027,1.043848
305.15,100632,121396,0.032026,-0.028023,1.049853
305.20,100733,121729,0.035028,-0.033027,1.041847
305.25,100791,121832,0.034028,-0.034028,1.04585
305.30,100761,120850,0.030024,-0.034028,1.048852
305.35,99904,118520,0.035028,-0.032026,1.042847
305.40,99469,118267,0.031025,-0.036029,1.044849
305.45,99572,118835,0.032026,-0.034028,1.04585
305.50,99850,119573,0.031025,-0.034028,1.044849
305.55,100083,120077,0.029024,-0.034028,1.04585
305.60,100251,120393,0.033027,-0.035028,1.04585
305.65,100309,120335,0.033027,-0.039032,1.043848
305.70,100257,120163,0.031025,-0.036029,1.04585
305.75,100206,120180,0.032026,-0.036029,1.043848
305.80,100248,120423,0.032026,-0.03703,1.046851
305.85,100370,120683,0.032026,-0.036029,1.046851
305.90,100592,121335,0.032026,-0.036029,1.043848
305.95,100673,121494,0.030024,-0.032026,1.046851
306.00,100736,121593,0.031025,-0.036029,1.047851
306.05,100767,121765,0.02502,-0.032026,1.040846
306.10,100825,121839,0.031025,-0.03703,1.038844
306.15,100653,120028,0.033027,-0.032026,1.046851
306.20,99701,118381,0.029024,-0.029024,1.047851
306.25,99486,118428,0.029024,-0.034028,1.041847
306.30,99678,119178,0.032026,-0.03703,1.04585
306.35,99982,119982,0.031025,-0.036029,1.046851
306.40,100243,120509,0.031025,-0.034028,1.041847
306.45,100382,120693,0.036029,-0.034028,1.038844
306.50,100370,120511,0.030024,-0.035028,1.040846
306.55,100283,120293,0.031025,-0.035028,1.041847
306.60,100259,120418,0.028023,-0.041033,1.046851
306.65,100339,120660,0.031025,-0.039032,1.046851
306.70,100446,121016,0.027022,-0.035028,1.039845
306.75,100569,121263,0.030024,-0.035028,1.041847
306.80,100628,121464,0.031025,-0.038031,1.043848
306.85,100813,121980,0.031025,-0.035028,1.042847
306.90,100853,122082,0.032026,-0.033027,1.044849
306.95,100886,121958,0.034028,-0.036029,1.042847
307.00,100526,119652,0.031025,-0.034028,1.046851
307.05,99640,118471,0.031025,-0.034028,1.04585
307.10,99536,118749,0.034028,-0.035028,1.041847
307.15,99783,119612,0.032026,-0.03703,1.036842
307.20,100119,120336,0.031025,-0.033027,1.039845
307.25,100344,120775,0.027022,-0.036029,1.040846
307.30,100452,120964,0.027022,-0.032026,1.040846
307.35,100467,120871,0.026021,-0.034028,1.043848
307.40,100411,120770,0.031025,-0.036029,1.046851
307.45,100428,120887,0.027022,-0.036029,1.044849
307.50,100489,121115,0.027022,-0.034028,1.04585
307.55,100589,121397,0.031025,-0.040033,1.046851
307.60,100683,121644,0.032026,-0.03703,1.043848
307.65,100769,121844,0.032026,-0.036029,1.043848
307.70,100835,121998,0.031025,-0.03703,1.04585
307.75,100893,122116,0.029024,-0.035028,1.04585
307.80,100923,122265,0.031025,-0.036029,1.042847
307.85,100984,122353,0.032026,-0.036029,1.04585
307.90,100984,121831,0.031025,-0.034028,1.043848
307.95,100345,119349,0.032026,-0.035028,1.040846
308.00,99700,118806,0.032026,-0.035028,1.044849
308.05,99754,119411,0.030024,-0.036029,1.039845
308.10,100092,120308,0.032026,-0.034028,1.041847
308.15,100412,121004,0.028023,-0.033027,1.040846
308.20,100663,121388,0.031025,-0.031025,1.046851
308.25,100624,121182,0.034028,-0.033027,1.048852
308.30,100584,121189,0.030024,-0.032026,1.043848
308.35,100612,121358,0.032026,-0.036029,1.04585
308.40,100701,121602,0.029024,-0.033027,1.039845
308.45,100781,121856,0.031025,-0.034028,1.046851
308.50,100861,122037,0.030024,-0.040033,1.046851
308.55,100924,122195,0.032026,-0.040033,1.037843
308.60,100959,122276,0.034028,-0.03703,1.040846
308.65,101017,122400,0.035028,-0.034028,1.039845
308.70,101038,122452,0.033027,-0.034028,1.038844
308.75,100860,120764,0.035028,-0.033027,1.038844
308.80,99745,119339,0.031025,-0.03703,1.043848
308.85,100365,120916,0.031025,-0.033027,1.041847
308.90,100555,121302,0.032026,-0.035028,1.041847
308.95,100625,121345,0.028023,-0.033027,1.037843
309.00,100598,121234,0.029024,-0.034028,1.042847
309.05,100551,121160,0.028023,-0.030024,1.041847
309.10,100579,121337,0.028023,-0.034028,1.04585
309.15,100657,121569,0.027022,-0.033027,1.041847
309.20,100748,121813,0.026021,-0.038031,1.04585
309.25,100823,121986,0.032026,-0.031025,1.048852
309.30,100916,122252,0.031025,-0.035028,1.041847
309.35,100958,122375,0.030024,-0.036029,1.038844
309.40,100992,122465,0.032026,-0.03703,1.042847
309.45,101028,122291,0.030024,-0.03703,1.046851
309.50,100657,120019,0.031025,-0.031025,1.048852
309.55,99641,119096,0.033027,-0.038031,1.042847
309.60,99891,119867,0.033027,-0.036029,1.043848
309.65,100190,120530,0.030024,-0.034028,1.04585
309.70,100399,120966,0.027022,-0.036029,1.044849
309.75,100515,121159,0.030024,-0.038031,1.04585
309.80,100543,121070,0.029024,-0.040033,1.041847
309.85,100478,120955,0.033027,-0.035028,1.041847
309.90,100460,121046,0.035028,-0.033027,1.041847
309.95,100545,121327,0.030024,-0.031025,1.041847
310.00,100658,121566,0.030024,-0.03703,1.04585
310.05,100747,121816,0.030024,-0.035028,1.042847
310.10,100824,121971,0.034028,-0.035028,1.040846
310.15,100867,122108,0.030024,-0.034028,1.040846
310.20,100921,122246,0.02502,-0.034028,1.043848
310.25,100950,122346,0.032026,-0.034028,1.042847
310.30,100685,120301,0.028023,-0.033027,1.044849
310.35,99811,118933,0.030024,-0.032026,1.046851
310.40,99674,119089,0.036029,-0.036029,1.048852
310.45,99908,119960,0.032026,-0.036029,1.04585
310.50,100211,120676,0.032026,-0.034028,1.047851
310.55,100438,121114,0.028023,-0.033027,1.040846
310.60,100564,121271,0.028023,-0.031025,1.042847
310.65,100581,121284,0.029024,-0.036029,1.043848
310.70,100565,121230,0.028023,-0.039032,1.049853
310.75,100574,121301,0.032026,-0.03703,1.048852
310.80,100625,121508,0.031025,-0.033027,1.047851
310.85,100716,121723,0.031025,-0.033027,1.043848
310.90,100817,121961,0.028023,-0.033027,1.04585
310.95,100888,122181,0.031025,-0.031025,1.044849
311.00,100939,122252,0.032026,-0.036029,1.041847
311.05,100971,122332,0.033027,-0.035028,1.046851
311.10,101007,122464,0.027022,-0.031025,1.041847
311.15,101051,122388,0.030024,-0.035028,1.04585
311.20,100802,120591,0.027022,-0.032026,1.043848
311.25,99951,119134,0.030024,-0.036029,1.04585
311.30,99786,119370,0.027022,-0.036029,1.039845
311.35,100037,120200,0.029024,-0.034028,1.040846
311.40,100356,120907,0.028023,-0.035028,1.041847
311.45,100574,121439,0.026021,-0.035028,1.038844
311.50,100672,121514,0.028023,-0.033027,1.039845
311.55,100664,121410,0.034028,-0.035028,1.042847
311.60,100630,121379,0.035028,-0.039032,1.041847
311.65,100636,121511,0.030024,-0.041033,1.044849
311.70,100698,121733,0.027022,-0.03703,1.044849
311.75,100770,121900,0.033027,-0.035028,1.042847
311.80,100919,122260,0.034028,-0.036029,1.044849
311.85,100949,122359,0.028023,-0.032026,1.04585
311.90,100983,122434,0.032026,-0.036029,1.044849
311.95,101012,122523,0.030024,-0.034028,1.046851
312.00,101030,122368,0.027022,-0.031025,1.044849
312.05,100732,120456,0.031025,-0.033027,1.042847
312.10,99877,119095,0.032026,-0.034028,1.040846
312.15,99747,119331,0.029024,-0.034028,1.043848
312.20,100425,121010,0.029024,-0.033027,1.044849
312.25,100537,121313,0.031025,-0.03703,1.043848
312.30,100641,121540,0.030024,-0.034028,1.042847
312.35,100747,121795,0.031025,-0.033027,1.044849
312.40,100811,121935,0.029024,-0.034028,1.043848
312.45,100858,122085,0.031025,-0.033027,1.043848
312.50,100895,122172,0.029024,-0.036029,1.039845
312.55,100925,122039,0.031025,-0.035028,1.040846
312.60,100537,119824,0.034028,-0.036029,1.043848
312.65,99709,118760,0.031025,-0.033027,1.043848
312.70,99615,119000,0.031025,-0.034028,1.046851
312.75,99829,119669,0.030024,-0.034028,1.04585
312.80,100098,120271,0.033027,-0.032026,1.043848
312.85,100414,120793,0.030024,-0.034028,1.042847
312.90,100360,120603,0.033027,-0.032026,1.041847
312.95,100331,120706,0.032026,-0.036029,1.044849
313.00,100491,121266,0.031025,-0.035028,1.043848
313.05,100610,121509,0.032026,-0.035028,1.044849
313.10,100685,121717,0.031025,-0.034028,1.041847
313.15,100756,121830,0.031025,-0.03703,1.041847
313.20,100786,121987,0.031025,-0.033027,1.037843
313.25,100843,122100,0.035028,-0.038031,1.042847
313.30,100865,122038,0.030024,-0.033027,1.04585
313.35,100641,120228,0.030024,-0.033027,1.044849
313.40,99751,118796,0.032026,-0.033027,1.041847
313.45,99586,118889,0.030024,-0.034028,1.041847
313.50,99786,119596,0.036029,-0.035028,1.042847
313.55,100287,120768,0.032026,-0.035028,1.040846
313.60,100421,120955,0.032026,-0.034028,1.042847
313.65,100362,120819,0.029024,-0.036029,1.043848
313.70,100415,120956,0.031025,-0.038031,1.043848
313.75,100502,121258,0.032026,-0.03703,1.043848
313.80,100618,121532,0.035028,-0.036029,1.041847
313.85,100702,121706,0.033027,-0.038031,1.037843
313.90,100772,121885,0.031025,-0.034028,1.040846
313.95,100810,122016,0.033027,-0.034028,1.039845
314.00,100849,122155,0.033027,-0.033027,1.041847
314.05,100894,122214,0.035028,-0.036029,1.042847
314.10,100935,122187,0.030024,-0.036029,1.046851
314.15,100726,120511,0.032026,-0.03703,1.046851
314.20,99876,119026,0.028023,-0.03703,1.039845
314.25,99675,119116,0.030024,-0.035028,1.044849
314.30,99867,119792,0.036029,-0.031025,1.038844
314.35,100176,120494,0.033027,-0.034028,1.040846
314.40,100436,121113,0.030024,-0.035028,1.041847
314.45,100587,121324,0.035028,-0.034028,1.044849
314.50,100601,121233,0.032026,-0.029024,1.044849
314.55,100499,120762,0.035028,-0.033027,1.044849
314.60,100332,120451,0.033027,-0.036029,1.039845
314.65,100295,120471,0.027022,-0.03703,1.042847
314.70,100369,120745,0.028023,-0.033027,1.043848
314.75,100501,121146,0.030024,-0.033027,1.038844
314.80,100639,121450,0.033027,-0.033027,1.038844
314.85,100749,121713,0.030024,-0.034028,1.038844
314.90,100843,121911,0.033027,-0.035028,1.042847
314.95,100887,122025,0.032026,-0.036029,1.04585
315.00,100432,119573,0.031025,-0.034028,1.047851
315.05,99787,118877,0.032026,-0.032026,1.046851
315.10,99774,119273,0.032026,-0.035028,1.046851
315.15,100012,120050,0.027022,-0.035028,1.041847
315.20,100331,120784,0.029024,-0.034028,1.046851
315.25,100571,121147,0.032026,-0.034028,1.04585
315.30,100632,121129,0.029024,-0.031025,1.042847
315.35,100545,120782,0.032026,-0.039032,1.043848
315.40,100429,120671,0.031025,-0.033027,1.039845
315.45,100474,120934,0.028023,-0.032026,1.046851
315.50,100602,121222,0.026021,-0.032026,1.046851
315.55,100718,121544,0.031025,-0.036029,1.042847
315.60,100805,121753,0.032026,-0.032026,1.044849
315.65,100876,121926,0.034028,-0.033027,1.04585
315.70,100944,122100,0.033027,-0.033027,1.044849
315.75,100986,122148,0.03703,-0.036029,1.04585
315.80,101034,122270,0.035028,-0.035028,1.04585
315.85,101069,122220,0.036029,-0.035028,1.044849
315.90,100709,119831,0.031025,-0.032026,1.043848
315.95,99772,118499,0.032026,-0.033027,1.048852
316.00,99579,118525,0.031025,-0.034028,1.04585
316.05,99702,119012,0.029024,-0.036029,1.041847
316.10,99929,119512,0.030024,-0.034028,1.042847
316.15,100072,119843,0.030024,-0.033027,1.04585
316.20,100192,119966,0.034028,-0.038031,1.046851
316.25,100192,119876,0.034028,-0.034028,1.042847
316.30,100140,119810,0.029024,-0.034028,1.042847
316.35,100162,119915,0.032026,-0.032026,1.041847
316.40,100225,120225,0.029024,-0.034028,1.046851
316.45,100365,120569,0.034028,-0.034028,1.046851
316.50,100505,120914,0.033027,-0.031025,1.042847
316.55,100638,121204,0.031025,-0.031025,1.047851
316.60,100727,121416,0.030024,-0.033027,1.032839
316.65,100798,121532,0.03703,-0.034028,1.038844
316.70,100838,121745,0.036029,-0.035028,1.040846
316.75,100899,121867,0.033027,-0.03703,1.044849
316.80,100849,120646,0.028023,-0.035028,1.046851
316.85,99946,118572,0.029024,-0.031025,1.044849
316.90,99580,118338,0.02502,-0.032026,1.044849
316.95,99633,118740,0.029024,-0.036029,1.04585
317.00,99861,119338,0.033027,-0.035028,1.037843
317.05,100076,119881,0.031025,-0.034028,1.044849
317.10,100249,120197,0.033027,-0.038031,1.042847
317.15,100297,120080,0.030024,-0.036029,1.039845
317.20,100240,119921,0.030024,-0.036029,1.044849
317.25,100213,119961,0.033027,-0.036029,1.043848
317.30,100420,120622,0.029024,-0.03703,1.046851
317.35,100565,121001,0.029024,-0.029024,1.042847
317.40,100751,121507,0.031025,-0.036029,1.042847
317.45,100863,121714,0.029024,-0.032026,1.047851
317.50,100925,121840,0.030024,-0.034028,1.044849
317.55,100989,122020,0.026021,-0.034028,1.044849
317.60,101031,121954,0.028023,-0.036029,1.041847
317.65,100694,119797,0.034028,-0.036029,1.04585
317.70,99871,118655,0.030024,-0.033027,1.042847
317.75,99775,118898,0.031025,-0.030024,1.042847
317.80,99998,119714,0.038031,-0.031025,1.041847
317.85,100344,120518,0.030024,-0.032026,1.047851
317.90,100590,121032,0.028023,-0.034028,1.04585
317.95,100699,121131,0.033027,-0.033027,1.044849
318.00,100660,120850,0.032026,-0.034028,1.041847
318.05,100551,120705,0.030024,-0.034028,1.04585
318.10,100569,120958,0.030024,-0.032026,1.042847
318.15,100685,121224,0.034028,-0.032026,1.044849
318.20,100808,121512,0.030024,-0.034028,1.043848
318.25,100904,121808,0.031025,-0.03703,1.048852
318.30,100981,122022,0.030024,-0.034028,1.044849
318.35,101061,122168,0.029024,-0.035028,1.041847
318.40,101119,122305,0.031025,-0.036029,1.042847
318.45,101163,122399,0.035028,-0.035028,1.041847
318.50,101200,122484,0.033027,-0.034028,1.044849
318.55,101151,121716,0.029024,-0.036029,1.042847
318.60,100467,119629,0.034028,-0.03703,1.043848
318.65,100308,120619,0.034028,-0.034028,1.041847
318.70,100661,121384,0.030024,-0.039032,1.039845
318.75,100891,121805,0.02502,-0.036029,1.039845
318.80,100981,121884,0.030024,-0.031025,1.043848
318.85,100967,121759,0.029024,-0.030024,1.043848
318.90,100907,121740,0.031025,-0.035028,1.043848
318.95,100929,121895,0.030024,-0.038031,1.034841
319.00,101006,122114,0.029024,-0.033027,1.039845
319.05,101085,122285,0.030024,-0.033027,1.044849
319.10,101146,122479,0.033027,-0.036029,1.044849
319.15,101266,122708,0.031025,-0.036029,1.042847
319.20,101300,122776,0.029024,-0.034028,1.038844
319.25,101331,122882,0.030024,-0.033027,1.04585
319.30,101352,122754,0.032026,-0.034028,1.040846
319.35,101082,121148,0.031025,-0.035028,1.042847
319.40,100357,119885,0.035028,-0.036029,1.041847
319.45,100222,120164,0.034028,-0.033027,1.047851
319.50,100508,121107,0.031025,-0.036029,1.04585
319.55,100852,121838,0.030024,-0.036029,1.044849
319.60,101065,122236,0.030024,-0.036029,1.042847
319.65,101141,122348,0.033027,-0.03703,1.046851
319.70,101122,122248,0.035028,-0.03703,1.042847
319.75,101071,122165,0.032026,-0.033027,1.044849
319.80,101099,122303,0.032026,-0.031025,1.042847
319.85,101153,122439,0.028023,-0.038031,1.044849
319.90,101215,122650,0.027022,-0.035028,1.038844
319.95,101284,122793,0.027022,-0.035028,1.038844
320.00,101334,122948,0.030024,-0.034028,1.037843
320.05,101385,123032,0.033027,-0.038031,1.039845
320.10,101430,123139,0.029024,-0.038031,1.044849
320.15,101463,123221,0.036029,-0.035028,1.043848
320.20,101476,123069,0.032026,-0.032026,1.044849
320.25,101197,121499,0.030024,-0.035028,1.041847
320.30,100469,120116,0.030024,-0.03703,1.043848
320.35,100312,120397,0.027022,-0.03703,1.046851
320.40,100590,121321,0.027022,-0.035028,1.046851
320.45,100920,122023,0.029024,-0.034028,1.040846
320.50,101138,122445,0.027022,-0.03703,1.043848
320.55,101255,122552,0.028023,-0.036029,1.041847
320.60,101218,122470,0.032026,-0.036029,1.04585
320.65,101176,122368,0.033027,-0.035028,1.048852
320.70,101169,122460,0.031025,-0.039032,1.044849
320.75,101229,122631,0.032026,-0.035028,1.040846
320.80,101368,122953,0.030024,-0.035028,1.043848
320.85,101404,123097,0.026021,-0.030024,1.048852
320.90,101444,123189,0.032026,-0.033027,1.04585
320.95,101471,123265,0.030024,-0.033027,1.049853
321.00,101488,123077,0.028023,-0.034028,1.047851
321.05,101183,121293,0.031025,-0.033027,1.048852
321.10,100394,120008,0.028023,-0.035028,1.043848
321.15,100274,120324,0.028023,-0.036029,1.041847
321.20,100561,121221,0.032026,-0.041033,1.040846
321.25,100895,121977,0.031025,-0.036029,1.04585
321.30,101097,122334,0.032026,-0.03703,1.04585
321.35,101203,122463,0.030024,-0.032026,1.042847
321.40,101171,122409,0.027022,-0.034028,1.041847
321.45,101134,122368,0.030024,-0.033027,1.040846
321.50,101143,122469,0.032026,-0.032026,1.040846
321.55,101199,122592,0.030024,-0.036029,1.044849
321.60,101265,122770,0.036029,-0.032026,1.046851
321.65,101342,122929,0.029024,-0.031025,1.040846
321.70,101414,123072,0.028023,-0.029024,1.044849
321.75,101463,123231,0.029024,-0.03703,1.044849
321.80,101499,123298,0.031025,-0.031025,1.04585
